Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Continuous Growth in Reform and Opening-up: Three Decades of Development of Constitutional Law Studies in China","Constitutional Development in China, 1982-2012","","","","10.1007/978-981-32-9261-1_3","Jihong MoGuoqiang Zhai","2020","http://link.springer.com/chapter/10.1007/978-981-32-9261-1_3","Chapter"
"Digital Business Models for Industry 4.0","Future of Business and Finance","","","","10.1007/978-3-030-97284-4","Carlo BagnoliAndrea AlbarelliStefano BiazzoGianluca BiottoGiuseppe Roberto MarsegliaMaurizio MassaroMatilde MessinaAntonella MuraroLuca Troiano","2022","http://link.springer.com/book/10.1007/978-3-030-97284-4","Book"
"Rethinking the Music Business","Music Business Research","","","","10.1007/978-3-031-09532-0","Guy MorrowDaniel NordgårdPeter Tschmuck","2022","http://link.springer.com/book/10.1007/978-3-031-09532-0","Book"
"Research on Project, Programme and Portfolio Management","Lecture Notes in Management and Industrial Engineering","","","","10.1007/978-3-030-86248-0","Prof. Ronggui DingReinhard WagnerProf. Constanta-Nicoleta Bodea","2022","http://link.springer.com/book/10.1007/978-3-030-86248-0","Book"
"Human-Centered Urban Planning and Design in China: Volume I","GeoJournal Library","","","","10.1007/978-3-030-83856-0","Dr. Weifeng LiProf. Lingqian HuProf. Dr. Jason Cao","2021","http://link.springer.com/book/10.1007/978-3-030-83856-0","Book"
"Blockchain and the Public Sector","Public Administration and Information Technology","","","","10.1007/978-3-030-55746-1","Christopher G. ReddickManuel Pedro Rodríguez-BolívarHans Jochen Scholl","2021","http://link.springer.com/book/10.1007/978-3-030-55746-1","Book"
"Blockchain Platforms","Synthesis Lectures on Computer Science","","","","10.1007/978-3-031-01804-6","Stijn Van Hijfte","2020","http://link.springer.com/book/10.1007/978-3-031-01804-6","Book"
"Blockchain and Distributed Ledger Technology Use Cases","Progress in IS","","","","10.1007/978-3-030-44337-5","Horst TreiblmaierDr. Trevor Clohessy","2020","http://link.springer.com/book/10.1007/978-3-030-44337-5","Book"
"Understanding Rural Restructuring: A Theoretical Approach","Land Use Transitions and Rural Restructuring in China","","","","10.1007/978-981-15-4924-3_5","Hualou Long","2020","http://link.springer.com/chapter/10.1007/978-981-15-4924-3_5","Chapter"
"Innovation and Technology Generations","Transgenerational Marketing","","","","10.1007/978-3-030-33926-5_3","Rajagopal","2020","http://link.springer.com/chapter/10.1007/978-3-030-33926-5_3","Chapter"
"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","Communications in Computer and Information Science","","","","10.1007/978-981-19-8069-5","Tran Khanh DangJosef KüngTai M. Chung","2022","http://link.springer.com/book/10.1007/978-981-19-8069-5","Book"
"Blockchain for International Security","Advanced Sciences and Technologies for Security Applications","","","","10.1007/978-3-030-86240-4","Cindy Vestergaard","2021","http://link.springer.com/book/10.1007/978-3-030-86240-4","Book"
"Inclusive Sustainability","","","","","10.1007/978-981-19-0782-1","Dr. Ottavio Quirico","2022","http://link.springer.com/book/10.1007/978-981-19-0782-1","Book"
"Eurasian Business and Economics Perspectives","Eurasian Studies in Business and Economics","","","","10.1007/978-3-030-85304-4","Prof. Dr. Mehmet Huseyin BilginHakan DanisEnder DemirGokhan Karabulut","2021","http://link.springer.com/book/10.1007/978-3-030-85304-4","Book"
"Blockchain Technologies for Sustainability","Environmental Footprints and Eco-design of Products and Processes","","","","10.1007/978-981-16-6301-7","Dr. Subramanian Senthilkannan Muthu","2022","http://link.springer.com/book/10.1007/978-981-16-6301-7","Book"
"The Statesman’s Yearbook 2022","The Statesman's Yearbook","","","","10.1057/978-1-349-96045-3","","2022","http://link.springer.com/referencework/10.1057/978-1-349-96045-3","ReferenceWork"
"The Grants Register 2023","","","","","10.1057/978-1-349-96053-8","","2022","http://link.springer.com/referencework/10.1057/978-1-349-96053-8","ReferenceWork"
"Revisiting Supply Chain Risk","Springer Series in Supply Chain Management","","","","10.1007/978-3-030-03813-7","George A. ZsidisinMichael Henke","2019","http://link.springer.com/book/10.1007/978-3-030-03813-7","Book"
"Beneficial Property Taxation for Emerging Market Countries","","","","","10.1007/978-3-031-08612-0","Ehtisham AhmadGiorgio Brosio","2022","http://link.springer.com/book/10.1007/978-3-031-08612-0","Book"
"Trends and Advances in Information Systems and Technologies","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-77703-0","Álvaro RochaHojjat AdeliLuís Paulo ReisSandra Costanzo","2018","http://link.springer.com/book/10.1007/978-3-319-77703-0","Book"
"Policy Responses to the Interwar Economic Crisis","","","","","10.1007/978-3-030-96953-0","Adnan Türegün","2022","http://link.springer.com/book/10.1007/978-3-030-96953-0","Book"
"How Designers Can Act Inside the Design Objects","Cross-Cultural Design. Interaction Design Across Cultures","","","","10.1007/978-3-031-06038-0_15","Danwen JiTinglei CaoHangping Yang","2022","http://link.springer.com/chapter/10.1007/978-3-031-06038-0_15","Chapter"
"Multimedia Technologies in the Internet of Things Environment, Volume 3","Studies in Big Data","","","","10.1007/978-981-19-0924-5","Dr. Raghvendra KumarDr. Rohit SharmaDr. Prasant Kumar Pattnaik","2022","http://link.springer.com/book/10.1007/978-981-19-0924-5","Book"
"The Palgrave Handbook of Workers’ Participation at Plant Level","","","","","10.1057/978-1-137-48192-4","Stefan BergerLudger PriesManfred Wannöffel","2019","http://link.springer.com/book/10.1057/978-1-137-48192-4","Book"
"Introduction: Objectives, Substantive Issues and Structure of This Book","Governance for the Sustainable Development Goals","","","","10.1007/978-981-13-0475-0_1","Joachim Monkelbaan","2019","http://link.springer.com/chapter/10.1007/978-981-13-0475-0_1","Chapter"
"Rural Transition and Transport in China","Population, Regional Development and Transport","","","","10.1007/978-981-19-6498-5","Pengjun ZhaoHaoyu Hu","2022","http://link.springer.com/book/10.1007/978-981-19-6498-5","Book"
"Organizational Structuralism","","","","","10.1007/978-3-031-16049-3","Kostas Langas","2023","http://link.springer.com/book/10.1007/978-3-031-16049-3","Book"
"Research on the Ecological Quality Improvement Path of Existing Urban Residential Area","LISS 2021","","","","10.1007/978-981-16-8656-6_34","Zhidong ZhangBoyang LiuYang Mao","2022","http://link.springer.com/chapter/10.1007/978-981-16-8656-6_34","Chapter"
"Blockchain and Initial Coin Offerings: Blockchain’s Implications for Crowdfunding","Business Transformation through Blockchain","","","","10.1007/978-3-319-98911-2_8","Laurin ArnoldMartin BrenneckePatrick CamusGilbert FridgenTobias GuggenbergerSven RadszuwillAlexander RiegerAndré SchweizerNils Urbach","2019","http://link.springer.com/chapter/10.1007/978-3-319-98911-2_8","Chapter"
"Ayodhya: A Study of Urban Governance and Heritage-Inclusive Development","Making Cities Resilient","","","","10.1007/978-3-319-94932-1_22","Sarvesh KumarRana P. B. Singh","2019","http://link.springer.com/chapter/10.1007/978-3-319-94932-1_22","Chapter"
"What makes an environmental trust fund successful? A case study of the Maldives","Climatic Change","","161","2","10.1007/s10584-020-02700-x","Mohamed ShumaisIbrahim Mohamed","2020","http://link.springer.com/article/10.1007/s10584-020-02700-x","Article"
"The Idea and Role of Universities in Society","Missions of Universities","","","","10.1007/978-3-030-41834-2_2","Jürgen Mittelstrass","2020","http://link.springer.com/chapter/10.1007/978-3-030-41834-2_2","Chapter"
"Strategy in Action","Management for Professionals","","","","10.1007/978-3-030-94759-0","Angel Gavieiro Besteiro","2022","http://link.springer.com/book/10.1007/978-3-030-94759-0","Book"
"Global Perspectives in FinTech","","","","","10.1007/978-3-031-11954-5","Hung-Yi ChenPawee JenweeranonNafis Alam","2022","http://link.springer.com/book/10.1007/978-3-031-11954-5","Book"
"The Economy of Tourism in Bangladesh","","","","","10.1007/978-3-030-72900-4","Ph.D. Sakib Bin Amin","2021","http://link.springer.com/book/10.1007/978-3-030-72900-4","Book"
"The Grants Register 2022","","","","","10.1057/978-1-349-96042-2","","2021","http://link.springer.com/referencework/10.1057/978-1-349-96042-2","ReferenceWork"
"Advances in the Human Side of Service Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80840-2","Dr. Christine LeitnerWalter GanzDebra SatterfieldClara Bassano","2021","http://link.springer.com/book/10.1007/978-3-030-80840-2","Book"
"Eurasian Business and Economics Perspectives","Eurasian Studies in Business and Economics","","","","10.1007/978-3-030-94036-2","Prof. Dr. Mehmet Huseyin BilginHakan DanisEnder DemirDr. Adam Zaremba","2022","http://link.springer.com/book/10.1007/978-3-030-94036-2","Book"
"International Conference on Innovative Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-3679-1","Deepak GuptaAshish KhannaAboul Ella HassanienSameer AnandAjay Jaiswal","2023","http://link.springer.com/book/10.1007/978-981-19-3679-1","Book"
"The Palgrave Handbook of the Public Servant","","","","","10.1007/978-3-030-29980-4","Prof. Helen SullivanProf. Helen DickinsonHayley Henderson","2021","http://link.springer.com/referencework/10.1007/978-3-030-29980-4","ReferenceWork"
"Systems Science: Theory, Analysis, Modeling, and Design","","","","","10.1007/978-3-030-93482-8","George E. Mobus","2022","http://link.springer.com/book/10.1007/978-3-030-93482-8","Book"
"Balkan Yearbook of European and International Law 2021","Balkan Yearbook of European and International Law","","","","10.1007/978-3-030-97431-2","Prof. Dr. Dušan V. PopovićProf. Dr. Ivana KundaProf. Dr. Zlatan MeškićAssist. Prof. Enis Omerović","2022","http://link.springer.com/book/10.1007/978-3-030-97431-2","Book"
"Blockchain for SME Clusters: An Ideation using the Framework of Ostrom Commons Governance","Information Systems Frontiers","","24","4","10.1007/s10796-022-10288-z","Geetika JainArchana ShrivastavaJustin PaulRonak Batra","2022","http://link.springer.com/article/10.1007/s10796-022-10288-z","Article"
"Virtue and Social Enterprise","","","","","10.1007/978-3-031-14027-3","Geraldine Hall","2022","http://link.springer.com/book/10.1007/978-3-031-14027-3","Book"
"The New Money: The Utility of Cryptocurrencies and the Need for a New Monetary Policy","Disintermediation Economics","","","","10.1007/978-3-030-65781-9_7","David Lee Kuo ChuenErnie Teo","2021","http://link.springer.com/chapter/10.1007/978-3-030-65781-9_7","Chapter"
"Business Modeling and Software Design","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79976-2","Dr. Boris Shishkov","2021","http://link.springer.com/book/10.1007/978-3-030-79976-2","Book"
"Agile Processes in Software Engineering and Extreme Programming","Lecture Notes in Business Information Processing","","","","10.1007/978-3-319-91602-6","Juan GarbajosaXiaofeng WangAdemar Aguiar","2018","http://link.springer.com/book/10.1007/978-3-319-91602-6","Book"
"Internet Science","Lecture Notes in Computer Science","","","","10.1007/978-3-030-17705-8","Svetlana S. BodrunovaOlessia KoltsovaAsbjørn FølstadHarry HalpinPolina KolozaridiLeonid YuldashevAnna SmoliarovaHeiko Niedermayer","2019","http://link.springer.com/book/10.1007/978-3-030-17705-8","Book"
"Advances on Smart and Soft Computing","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-5559-3","Dr. Faisal SaeedDr. Tawfik Al-HadhramiDr. Errais MohammedDr. Mohammed Al-Sarem","2022","http://link.springer.com/book/10.1007/978-981-16-5559-3","Book"
"Unmanned Aerial Vehicle Cellular Communications","Unmanned System Technologies","","","","10.1007/978-3-031-08395-2","Agbotiname Lucky ImoizeSardar M. N. IslamT. PoongodiLakshmana Kumar RamasamyB.V.V. Siva Prasad","2023","http://link.springer.com/book/10.1007/978-3-031-08395-2","Book"
"International Conference on Computing, Communication, Electrical and Biomedical Systems","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-86165-0","Dr. Arulmurugan RamuChow Chee OnnDr. M.G. Sumithra","2022","http://link.springer.com/book/10.1007/978-3-030-86165-0","Book"
"Innovation and Sustainability","The Palgrave Handbook of Corporate Social Responsibility","","","","10.1007/978-3-030-42465-7_42","Cuong Van HoangThinh Gia HoangNam Hai VuDat Anh Le","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-030-42465-7_42","ReferenceWorkEntry"
"Innovation and Sustainability","The Palgrave Handbook of Corporate Social Responsibility","","","","10.1007/978-3-030-22438-7_42-1","Cuong Van HoangThinh Gia HoangNam Hai VuDat Anh Le","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-22438-7_42-1","ReferenceWorkEntry"
"Cyclonic Disasters and Resilience","Advances in Geographical and Environmental Sciences","","","","10.1007/978-981-19-1215-3","Dr. Ashutosh MohantyDr. Anupama DubeyProf. R. B. Singh","2022","http://link.springer.com/book/10.1007/978-981-19-1215-3","Book"
"Digitalization Across Organizational Levels","Progress in IS","","","","10.1007/978-3-031-06543-9","Jens DibbernJens FördererThomas KudeFranz RothlaufKai Spohrer","2022","http://link.springer.com/book/10.1007/978-3-031-06543-9","Book"
"The Book of Crypto","","","","","10.1007/978-3-030-97951-5","Henri Arslanian","2022","http://link.springer.com/book/10.1007/978-3-030-97951-5","Book"
"Strategic Capability and Direction","Contemporary Marketing Strategy","","","","10.1007/978-3-030-11911-9_4","Rajagopal","2019","http://link.springer.com/chapter/10.1007/978-3-030-11911-9_4","Chapter"
"Introduction to Medicinal and Aromatic Plants in India","Medicinal and Aromatic Plants of India Vol. 1","","","","10.1007/978-3-030-98701-5_1","Ákos MáthéIrfan Ali Khan","2022","http://link.springer.com/chapter/10.1007/978-3-030-98701-5_1","Chapter"
"Pharmacovigilance for Herbal and Traditional Medicines","","","","","10.1007/978-3-031-07275-8","Prof. Joanne Barnes","2022","http://link.springer.com/book/10.1007/978-3-031-07275-8","Book"
"Education for the Elderly in the Asia Pacific","Education in the Asia-Pacific Region: Issues, Concerns and Prospects","","","","10.1007/978-981-16-3326-3","Dr. Pennee NarotDr. Narong Kiettikunwong","2021","http://link.springer.com/book/10.1007/978-981-16-3326-3","Book"
"Advances in Decision Science and Management","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-2502-2","Prof. Taosheng WangProf. Dr. Srikanta PatnaikDr. Andrew W.H. IpProf. Madjid Tavana","2022","http://link.springer.com/book/10.1007/978-981-16-2502-2","Book"
"Public Service Evolution in the 15 Post-Soviet Countries","","","","","10.1007/978-981-16-2462-9","Dr. Alikhan BaimenovPanos Liverakos","2022","http://link.springer.com/book/10.1007/978-981-16-2462-9","Book"
"Applications of Decision Science in Management","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-2768-3","Taosheng WangSrikanta PatnaikWu Chun Ho JackMaria Leonilde Rocha Varela","2023","http://link.springer.com/book/10.1007/978-981-19-2768-3","Book"
"Industry 4.0 for the Built Environment","Structural Integrity","","","","10.1007/978-3-030-82430-3","Dr. Marzia BolpagniRui GavinaProf. Dr. Diogo Ribeiro","2022","http://link.springer.com/book/10.1007/978-3-030-82430-3","Book"
"Urban Water Supply and Governance in India","","","","","10.1007/978-981-16-3819-0","Dr. Satyapriya RoutDr. Ruth Kattumuri","2022","http://link.springer.com/book/10.1007/978-981-16-3819-0","Book"
"(Re)Discovering Proximity","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-031-08958-9","Marika FiorPaolo GaluzziGabriele PasquiPiergiorgio Vitillo","2022","http://link.springer.com/book/10.1007/978-3-031-08958-9","Book"
"The Welfare System of Universal Integration in China","Understanding China","","","","10.1007/978-981-16-4839-7","Tiankui Jing","2021","http://link.springer.com/book/10.1007/978-981-16-4839-7","Book"
"A survey of application research based on blockchain smart contract","Wireless Networks","","28","2","10.1007/s11276-021-02874-x","Shi-Yi LinLei ZhangJing LiLi-li JiYue Sun","2022","http://link.springer.com/article/10.1007/s11276-021-02874-x","Article"
"Risk Management Developments","Economics and Law of Artificial Intelligence","","","","10.1007/978-3-030-64254-9_5","Georgios I. Zekos","2021","http://link.springer.com/chapter/10.1007/978-3-030-64254-9_5","Chapter"
"Learning How to Learn Using Multimedia","Lecture Notes in Educational Technology","","","","10.1007/978-981-16-1784-3","Deepanjali MishraProf. Yuangshan Chuang","2021","http://link.springer.com/book/10.1007/978-981-16-1784-3","Book"
"Relational Mindfulness","","","","","10.1007/978-3-030-57733-9","Roberto AristeguiJavier Garcia CampayoPatricio Barriga","2021","http://link.springer.com/book/10.1007/978-3-030-57733-9","Book"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-82199-9","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-82199-9","Book"
"Designing the Digital Transformation","Lecture Notes in Computer Science","","","","10.1007/978-3-319-59144-5","Alexander MaedcheJan vom BrockeAlan Hevner","2017","http://link.springer.com/book/10.1007/978-3-319-59144-5","Book"
"Alternatives in Development","","","","","10.1007/978-981-16-4698-0","LiyiyuAbhijit Dasgupta","2022","http://link.springer.com/book/10.1007/978-981-16-4698-0","Book"
"The Entanglements of Natural Resource Funds: Fundo Soberano de Angola and Domestic Political Interests","The Political Economy of Natural Resource Funds","","","","10.1007/978-3-030-78251-1_3","Terhemba N. Ambe-UvaSarah J. Martin","2021","http://link.springer.com/chapter/10.1007/978-3-030-78251-1_3","Chapter"
"Technology and ‘Generation Next’ Business","Crowd-Based Business Models","","","","10.1007/978-3-030-77083-9_6","Rajagopal","2021","http://link.springer.com/chapter/10.1007/978-3-030-77083-9_6","Chapter"
"Environment and disaster education in the secondary school curriculum in Bangladesh","SN Social Sciences","","1","1","10.1007/s43545-020-00025-1","M. Rezaul Islam","2020","http://link.springer.com/article/10.1007/s43545-020-00025-1","Article"
"Key Areas of Green Development for Small and Medium-sized Cities","Green Development Model of China’s Small and Medium-sized Cities","","","","10.1007/978-981-13-0779-9_3","Xuefeng LiXuke Liu","2018","http://link.springer.com/chapter/10.1007/978-981-13-0779-9_3","Chapter"
"Energy Futures","Energy for Sustainability","","","","10.5822/978-1-61091-821-3_3","John RandolphGilbert M. Masters","2018","http://link.springer.com/chapter/10.5822/978-1-61091-821-3_3","Chapter"
"Can agroecology and CRISPR mix? The politics of complementarity and moving toward technology sovereignty","Agriculture and Human Values","","39","2","10.1007/s10460-021-10284-0","Maywa Montenegro de Wit","2022","http://link.springer.com/article/10.1007/s10460-021-10284-0","Article"
"Using Waqf for Socio-Economic Development in Bangladesh: Potentials, Challenges, and Policy Directions","Revitalization of Waqf for Socio-Economic Development, Volume I","","","","10.1007/978-3-030-18445-2_7","Md. Golzare NabiMd. Aminul IslamRosni BakarMohammad Masuduzzaman","2019","http://link.springer.com/chapter/10.1007/978-3-030-18445-2_7","Chapter"
"Transformations of the Civil Society Organizations","Alternatives in Development","","","","10.1007/978-981-16-4698-0_3","LiyiyuAbhijit Dasgupta","2022","http://link.springer.com/chapter/10.1007/978-981-16-4698-0_3","Chapter"
"The History and Logic of Modern Chinese Politics","","","","","10.1007/978-981-16-3716-2","Mingsheng Wang","2021","http://link.springer.com/book/10.1007/978-981-16-3716-2","Book"
"Blockchain Applications and Peer-To-Peer Tradings","The Home of the Future","","","","10.1007/978-3-030-75093-0_8","Sinan Küfeoğlu","2021","http://link.springer.com/chapter/10.1007/978-3-030-75093-0_8","Chapter"
"The effects of blockchain technology adoption on business ethics and social sustainability: evidence from the Middle East","Environment, Development and Sustainability","","24","5","10.1007/s10668-021-01729-x","Mohammad Hossein RonaghiMohammad Mosakhani","2022","http://link.springer.com/article/10.1007/s10668-021-01729-x","Article"
"Rural Restructuring in Typical Villages of China","Land Use Transitions and Rural Restructuring in China","","","","10.1007/978-981-15-4924-3_8","Hualou Long","2020","http://link.springer.com/chapter/10.1007/978-981-15-4924-3_8","Chapter"
"The Role of Digital Assets in Transforming Corporate Relations","Proceedings of the International Scientific Conference “Smart Nations: Global Trends In The Digital Economy”","","","","10.1007/978-3-030-94870-2_10","N. S. KulyasovV. A. OpekunovYu. P. Tikhonov","2022","http://link.springer.com/chapter/10.1007/978-3-030-94870-2_10","Chapter"
"Stabilization, Safety, and Security of Distributed Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-21017-4","Stéphane DevismesFranck PetitKarine AltisenGiuseppe Antonio Di LunaAntonio Fernandez Anta","2022","http://link.springer.com/book/10.1007/978-3-031-21017-4","Book"
"Democracy without Parties in Peru","","","","","10.1007/978-3-030-87579-4","Dr. Omar Sanchez-Sibony","2022","http://link.springer.com/book/10.1007/978-3-030-87579-4","Book"
"Questioning the Entrepreneurial State","International Studies in Entrepreneurship","","","","10.1007/978-3-030-94273-1","Karl WennbergChristian Sandström","2022","http://link.springer.com/book/10.1007/978-3-030-94273-1","Book"
"Constructing Political Economy with Chinese Characteristics","","","","","10.1007/978-981-19-2824-6","Fang CaiXiaojing Zhang","2022","http://link.springer.com/book/10.1007/978-981-19-2824-6","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-4132-0","Yan PeiJia-Wei ChangJason C. Hung","2022","http://link.springer.com/book/10.1007/978-981-19-4132-0","Book"
"Logistics 4.0 and Future of Supply Chains","Accounting, Finance, Sustainability, Governance & Fraud: Theory and Application","","","","10.1007/978-981-16-5644-6","Dr. İsmail İyigünAssoc. Prof. Ömer Faruk Görçün","2022","http://link.springer.com/book/10.1007/978-981-16-5644-6","Book"
"Knowledge for Governance","Knowledge and Space","","","","10.1007/978-3-030-47150-7","Johannes GlücklerGary HerrigelMichael Handke","2020","http://link.springer.com/book/10.1007/978-3-030-47150-7","Book"
"Business Intelligence and Information Technology","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-92632-8","Prof. Aboul Ella HassanienProf. Yaoqun XuProf. Zhijie ZhaoSabah MohammedDr. Zhipeng Fan","2022","http://link.springer.com/book/10.1007/978-3-030-92632-8","Book"
"Electronic Governance and Open Society: Challenges in Eurasia","Communications in Computer and Information Science","","","","10.1007/978-3-031-04238-6","Dr. Andrei V. ChugunovMarijn JanssenIgor KhodachekDr. Yuri MisnikovDmitrii Trutnev","2022","http://link.springer.com/book/10.1007/978-3-031-04238-6","Book"
"Smart Trends in Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-4016-2","Prof. Yu-Dong ZhangProf. Tomonobu SenjyuProf. Chakchai So-InDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-4016-2","Book"
"Cybersecurity, Privacy and Freedom Protection in the Connected World","Advanced Sciences and Technologies for Security Applications","","","","10.1007/978-3-030-68534-8","Hamid JahankhaniArshad JamalShaun Lawson","2021","http://link.springer.com/book/10.1007/978-3-030-68534-8","Book"
"Proceedings of the International Conference on Ubiquitous Computing & Ambient Intelligence (UCAmI 2022)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-21333-5","José BravoSergio OchoaJesús Favela","2023","http://link.springer.com/book/10.1007/978-3-031-21333-5","Book"
"Ethics and Accountable Governance in Africa's Public Sector, Volume II","Palgrave Studies of Public Sector Management in Africa","","","","10.1007/978-3-031-04325-3","Kemi OgunyemiIsaiah AdisaRobert E. Hinson","2022","http://link.springer.com/book/10.1007/978-3-031-04325-3","Book"
"Systematic literature review on smart contracts in the construction industry: Potentials, benefits, and challenges","Frontiers of Engineering Management","","9","2","10.1007/s42524-022-0188-2","Xuling YeNingshuang ZengMarkus König","2022","http://link.springer.com/article/10.1007/s42524-022-0188-2","Article"
"COVID 19, Containment, Life, Work and Restart","Advances in 21st Century Human Settlements","","","","10.1007/978-981-19-6183-0","T. M. Vinod Kumar","2022","http://link.springer.com/book/10.1007/978-981-19-6183-0","Book"
"Web 3.0: The Distributed Information Network Economy","Technologies for Modern Digital Entrepreneurship","","","","10.1007/978-1-4842-6005-0_3","Abeba N. Turi","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6005-0_3","Chapter"
"The Palgrave Handbook of Global Rehabilitation in Criminal Justice","","","","","10.1007/978-3-031-14375-5","Maurice VanstonePhilip Priestley","2022","http://link.springer.com/book/10.1007/978-3-031-14375-5","Book"
"6G Mobile Wireless Networks","Computer Communications and Networks","","","","10.1007/978-3-030-72777-2","Dr. Yulei WuSukhdeep SinghTarik TalebAbhishek RoyHarpreet S. DhillonMadhan Raj KanagarathinamAloknath De","2021","http://link.springer.com/book/10.1007/978-3-030-72777-2","Book"
"IoT and Cloud Computing for Societal Good","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-73885-3","Dr. Jitendra Kumar VermaDr. Deepak SaxenaDr. Vicente González-Prida","2022","http://link.springer.com/book/10.1007/978-3-030-73885-3","Book"
"The Historical Dynamics of Chinese Politics","China Insights","","","","10.1007/978-981-19-1392-1","Prof. Dr. Guangbin Yang","2022","http://link.springer.com/book/10.1007/978-981-19-1392-1","Book"
"Towards Sustainability Governance in Value Networks","Value Networks in Manufacturing","","","","10.1007/978-3-319-27799-8_4","Katri ValkokariPadmakshi Rana","2017","http://link.springer.com/chapter/10.1007/978-3-319-27799-8_4","Chapter"
"Artificial intelligence and blockchain implementation in supply chains: a pathway to sustainability and data monetisation?","Annals of Operations Research","","","","10.1007/s10479-022-04785-2","Naoum TsolakisRoman SchumacherManoj DoraMukesh Kumar","2022","http://link.springer.com/article/10.1007/s10479-022-04785-2","Article"
"The Role of Advocacy and Activism for Achieving the SDGs in Food, Health, and Social Justice","Achieving the Sustainable Development Goals Through Sustainable Food Systems","","","","10.1007/978-3-030-23969-5_12","Danielle NierenbergSarah AxeEllen Gustafson","2019","http://link.springer.com/chapter/10.1007/978-3-030-23969-5_12","Chapter"
"Religions from the Field of Development to Climate Change","Religious Transnationalism and Climate Change","","","","10.1007/978-3-031-10610-1_3","Samadia Sadouni","2022","http://link.springer.com/chapter/10.1007/978-3-031-10610-1_3","Chapter"
"Role of Government and the Private Sector in Bangladesh Tourism","The Economy of Tourism in Bangladesh","","","","10.1007/978-3-030-72900-4_6","Sakib Bin Amin","2021","http://link.springer.com/chapter/10.1007/978-3-030-72900-4_6","Chapter"
"People-Oriented Education Transformation","The Great Transformation of China","","","","10.1007/978-981-16-6353-6","Zhaohui Chu","2022","http://link.springer.com/book/10.1007/978-981-16-6353-6","Book"
"Social Informatics","Lecture Notes in Computer Science","","","","10.1007/978-3-031-19097-1","Frank HopfgartnerKokil JaidkaPhilipp MayrJoemon JoseJan Breitsohl","2022","http://link.springer.com/book/10.1007/978-3-031-19097-1","Book"
"Leveraging Design Thinking Towards the Convergence of AI, IoT and Blockchain: Strategic Drivers and Human-Centered Use Cases","HCI International 2022 - Late Breaking Papers. Design, User Experience and Interaction","","","","10.1007/978-3-031-17615-9_10","Maximilian TiggesChloé IpertRené Mauer","2022","http://link.springer.com/chapter/10.1007/978-3-031-17615-9_10","Chapter"
"Privacy and Data Protection Challenges in the Distributed Era","Learning and Analytics in Intelligent Systems","","","","10.1007/978-3-030-85443-0","Dr. Eugenia PolitouDr. Efthimios AlepisProf. Dr. Maria VirvouConstantinos Patsakis","2022","http://link.springer.com/book/10.1007/978-3-030-85443-0","Book"
"Stablecoins: Reducing the Volatility of Cryptocurrencies","Handbook on Blockchain","","","","10.1007/978-3-031-07535-3_14","Ayten KahyaBhaskar KrishnamachariSeokgu Yun","2022","http://link.springer.com/chapter/10.1007/978-3-031-07535-3_14","Chapter"
"Does the Use of Local Knowledge in Complex Systems Reduce Vulnerability to Climate Change? Insights from Nexus Water Management in the Niger Basin","Climate Change and Water Resources in Africa","","","","10.1007/978-3-030-61225-2_20","Luca FerriniEuan Mackway-JonesNora Van Cauwenbergh","2021","http://link.springer.com/chapter/10.1007/978-3-030-61225-2_20","Chapter"
"Blockchain Application Guide","","","","","10.1007/978-981-19-5260-9","Xiaodan TangXiaotie DengRongfang Bie","2022","http://link.springer.com/book/10.1007/978-981-19-5260-9","Book"
"Overcoming the Middle-Income Trap Requires Improvement in Capacity for Social Governance","Middle-Income Trap","","","","10.1007/978-981-15-7401-6_5","Zhijie Zheng","2020","http://link.springer.com/chapter/10.1007/978-981-15-7401-6_5","Chapter"
"The International Organization for Migration","International Political Economy Series","","","","10.1007/978-3-030-32976-1","Martin GeigerAntoine Pécoud","2020","http://link.springer.com/book/10.1007/978-3-030-32976-1","Book"
